550,2533,David,null,Kearney,Rates and Currencies,Global Markets,null,1078,David.Kearney@sec.com,null,Managing Dir. Rates and Currencies,null,1,2627816722,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Erich,Vazquez,null,null,GMKT,null,null,null,null,null,null,null,DKearney,DK2533,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,DavidKearney,David.Kearney,Da.Kearney,David-Kearney,Da.Ke,0
272,1578,Roberto,null,Nolan,Wealth Management,Finance and Accounting,null,1341,Roberto.Nolan@sec.com,null,Associate Wealth Management Accounting,null,1,4688656774,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nobuyuki,Shikama,null,null,FIN,null,null,null,null,null,null,null,RNolan,RN1578,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,RobertoNolan,Roberto.Nolan,Ro.Nolan,Roberto-Nolan,Ro.No,0
4,1004,TERRY,D,MERRITT,Consumer Risk,Corporate Risk,null,1005,TERRY.MERRITT@sec.com,null,Managing Dir. Consumer Risk,null,1,2338567970,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Terry,MERRITT,null,null,CSR,null,null,null,null,null,null,null,TMERRITT1,TM1004,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,TERRYMERRITT,TERRY.MERRITT,TE.MERRITT,TERRY-MERRITT,TE.ME,0
547,2528,Eoghan,null,Curran,Cash Planning and Management,Corporate Strategy and Planning,null,2487,Eoghan.Curran@sec.com,null,Associate Cash Management,null,1,4317123966,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BRENDAN,MORAN,null,null,Cash,null,null,null,null,null,null,null,ECurran,EC2528,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,EoghanCurran,Eoghan.Curran,Eo.Curran,Eoghan-Curran,Eo.Cu,0
6,1006,MEL,null,GIBSON,Mainframe and Midrange Administration,Global Technology,null,1001,MEL.GIBSON@sec.com,null,Associate Mainframe Administrator,null,1,9946305974,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Harry,Ogwa,null,null,TECH,null,null,null,null,null,null,null,MGIBSON,MG1006,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,MELGIBSON,MEL.GIBSON,ME.GIBSON,MEL-GIBSON,ME.GI,0
8,1008,AKON,null,SHIATSU,Mainframe and Midrange Administration,Global Technology,null,1001,AKON.SHIATSU@sec.com,null,Associate Mainframe Administrator,null,1,9942040863,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Harry,Ogwa,null,null,TECH,null,null,null,null,null,null,null,ASHIATSU,AS1008,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,AKONSHIATSU,AKON.SHIATSU,AK.SHIATSU,AKON-SHIATSU,AK.SH,0
281,1594,Shannon,null,Maguire,Compensation and Bonuses,Corporate Human Resources,null,1081,Shannon.Maguire@sec.com,null,Associate Human Resource Services,null,1,1027865297,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Reuben,Powers,null,null,HR,null,null,null,null,null,null,null,SMaguire,SM1594,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,ShannonMaguire,Shannon.Maguire,Sh.Maguire,Shannon-Maguire,Sh.Ma,0
552,2535,Brid,null,Mooney,Rates and Currencies,Global Markets,null,2533,Brid.Mooney@sec.com,null,Associate Vice President Rates and Currencies,null,1,8564540955,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,David,Kearney,null,null,GMKT,null,null,null,null,null,null,null,BMooney,BM2535,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,BridMooney,Brid.Mooney,Br.Mooney,Brid-Mooney,Br.Mo,0
256,1506,Zachery,null,McLoughlin,Customer Relations,Global Marketing, Branding and Corporate Affairs,null,1077,Zachery.McLoughlin@sec.com,null,Vice President Customer Relations,null,1,7289793259,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hedley,Cantrell,null,null,MKTG,null,null,null,null,null,null,null,ZMcLoughlin,ZM1506,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,ZacheryMcLoughlin,Zachery.McLoughlin,Za.McLoughlin,Zachery-McLoughlin,Za.Mc,0
18,1019,JOSE,null,mendoza,Data Services,Global Technology,null,1013,JOSE.mendoza@sec.com,null,Associate-Data Services,null,1,3837586950,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Robert,Wellington,null,null,TECH,null,null,null,null,null,null,null,Jmendoza,Jm1019,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,JOSEmendoza,JOSE.mendoza,JO.mendoza,JOSE-mendoza,JO.me,0
564,2547,Donald,null,Rooney,Credit,Global Markets,null,2287,Donald.Rooney@sec.com,null,Associate Vice President Credit Market,null,1,2808353153,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tadeusz,Coughlan,null,null,GMKT,null,null,null,null,null,null,null,DRooney,DR2547,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,DonaldRooney,Donald.Rooney,Do.Rooney,Donald-Rooney,Do.Ro,0
263,1550,Garry,null,Lambe,Data Services,Global Technology,null,1013,Garry.Lambe@sec.com,null,Associate-Database Administrator,null,1,330263062,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Robert,Wellington,null,null,TECH,null,null,null,null,null,null,null,GLambe,GL1550,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,GarryLambe,Garry.Lambe,Ga.Lambe,Garry-Lambe,Ga.La,0
574,2557,Shivani,null,McCabe,Credit,Global Markets,null,2287,Shivani.McCabe@sec.com,null,Associate Vice President Credit Market,null,1,2871713455,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tadeusz,Coughlan,null,null,GMKT,null,null,null,null,null,null,null,SMcCabe,SM2557,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,ShivaniMcCabe,Shivani.McCabe,Sh.McCabe,Shivani-McCabe,Sh.Mc,0
270,1572,Meredith,null,McCabe,Wealth Management,Finance and Accounting,null,1341,Meredith.McCabe@sec.com,null,Associate Wealth Management Accounting,null,1,10405830748,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nobuyuki,Shikama,null,null,FIN,null,null,null,null,null,null,null,MMcCabe,MM1572,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,MeredithMcCabe,Meredith.McCabe,Me.McCabe,Meredith-McCabe,Me.Mc,0
517,2486,Shane,null,Cronin,Cash Planning and Management,Corporate Strategy and Planning,null,1025,Shane.Cronin@sec.com,null,Managing Dir. Cash Management,null,1,6792841160,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ted,Thomson,null,null,Cash,null,null,null,null,null,null,null,SCronin,SC2486,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,ShaneCronin,Shane.Cronin,Sh.Cronin,Shane-Cronin,Sh.Cr,0
307,1680,Conrad,null,Joyce,Payroll Processing,Corporate Human Resources,null,1083,Conrad.Joyce@sec.com,null,Associate Payroll Processing Admin,null,1,1951802747,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,GRIFFIN,GUTIERREZ,null,null,PAY,null,null,null,null,null,null,null,CJoyce,CJ1680,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,ConradJoyce,Conrad.Joyce,Co.Joyce,Conrad-Joyce,Co.Jo,0
512,2449,Sarah,null,Fiszer,Distressed,Global Markets,null,2442,Sarah.Fiszer@sec.com,null,Associate Vice President Distressed Assets,null,1,6752546897,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kevin,Trimble,null,null,GMKT,null,null,null,null,null,null,null,SFiszer,SF2449,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,SarahFiszer,Sarah.Fiszer,Sa.Fiszer,Sarah-Fiszer,Sa.Fi,0
513,2450,Owen,null,Byrne,Distressed,Global Markets,null,2442,Owen.Byrne@sec.com,null,Associate Vice President Distressed Assets,null,1,3774268722,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kevin,Trimble,null,null,GMKT,null,null,null,null,null,null,null,OByrne,OB2450,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,OwenByrne,Owen.Byrne,Ow.Byrne,Owen-Byrne,Ow.By,0
310,1688,Cory,null,O'Malley,Payroll Processing,Corporate Human Resources,null,1083,Cory.O'Malley@sec.com,null,Associate Payroll Processing Admin,null,1,2529033652,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,GRIFFIN,GUTIERREZ,null,null,PAY,null,null,null,null,null,null,null,CO'Malley,CO1688,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,CoryO'Malley,Cory.O'Malley,Co.O'Malley,Cory-O'Malley,Co.O',0
